cliente_Log,idade,uf_nascimento,renda,Faixa de Renda
03464,36,SP,1973,Entre R$1.750 e R$2.500
22300,69,RJ,5579,Entre R$5.000 e R$7.500
06007,83,SP,2987,Entre R$2.500 e R$5.000
12793,82,RJ,12968,Mais Que R$10.000
12601,25,SP,1943,Entre R$1.750 e R$2.500
26617,23,SP,12992,Mais Que R$10.000
26310,55,RJ,10159,Mais Que R$10.000
04101,85,RJ,3564,Entre R$2.500 e R$5.000
15765,29,ES,14363,Mais Que R$10.000
00923,70,SC,8168,Entre R$7.500 e R$10.000
18028,84,AL,3047,Entre R$2.500 e R$5.000
25034,55,SP,4005,Entre R$2.500 e R$5.000
04665,71,RJ,8920,Entre R$7.500 e R$10.000
22575,75,RJ,2736,Entre R$2.500 e R$5.000
04419,37,SP,4286,Entre R$2.500 e R$5.000
09952,54,SP,14386,Mais Que R$10.000
07270,75,SP,13550,Mais Que R$10.000
13405,81,RJ,6135,Entre R$5.000 e R$7.500
03401,32,PE,3461,Entre R$2.500 e R$5.000
17721,43,MG,14460,Mais Que R$10.000
02599,46,SP,14110,Mais Que R$10.000
08697,83,SP,8909,Entre R$7.500 e R$10.000
13160,30,PR,5706,Entre R$5.000 e R$7.500
07664,87,PR,8040,Entre R$7.500 e R$10.000
25284,72,SC,8830,Entre R$7.500 e R$10.000
23490,85,DF,8473,Entre R$7.500 e R$10.000
10210,86,SP,12695,Mais Que R$10.000
15956,40,SP,3145,Entre R$2.500 e R$5.000
17431,69,DF,6173,Entre R$5.000 e R$7.500
22509,43,MG,9955,Entre R$7.500 e R$10.000
13069,29,SP,2750,Entre R$2.500 e R$5.000
11873,19,SP,6582,Entre R$5.000 e R$7.500
26720,41,SP,5034,Entre R$5.000 e R$7.500
00888,66,SP,10936,Mais Que R$10.000
24650,49,SE,11635,Mais Que R$10.000
14211,85,SP,4861,Entre R$2.500 e R$5.000
02901,67,RJ,12144,Mais Que R$10.000
16806,76,PR,7021,Entre R$5.000 e R$7.500
18316,31,PI,6072,Entre R$5.000 e R$7.500
09897,45,SP,3185,Entre R$2.500 e R$5.000
26694,75,RJ,12154,Mais Que R$10.000
16426,63,PA,10234,Mais Que R$10.000
13129,27,SP,10505,Mais Que R$10.000
08776,29,RJ,5467,Entre R$5.000 e R$7.500
19355,71,SP,6698,Entre R$5.000 e R$7.500
15743,46,SP,9831,Entre R$7.500 e R$10.000
00821,57,SP,9721,Entre R$7.500 e R$10.000
00752,41,MG,10726,Mais Que R$10.000
19446,21,SP,9478,Entre R$7.500 e R$10.000
22637,48,PE,5522,Entre R$5.000 e R$7.500
19959,61,ES,6935,Entre R$5.000 e R$7.500
00598,82,AL,3910,Entre R$2.500 e R$5.000
25289,18,RJ,10004,Mais Que R$10.000
06750,86,MG,7798,Entre R$7.500 e R$10.000
18664,67,MG,14585,Mais Que R$10.000
27182,54,PR,9148,Entre R$7.500 e R$10.000
26045,63,RS,3666,Entre R$2.500 e R$5.000
13350,70,RJ,3637,Entre R$2.500 e R$5.000
24228,62,ES,10913,Mais Que R$10.000
00468,56,CE,1783,Entre R$1.750 e R$2.500
02040,85,MG,4567,Entre R$2.500 e R$5.000
27720,73,RJ,12045,Mais Que R$10.000
20053,51,SP,1788,Entre R$1.750 e R$2.500
23772,26,MG,7266,Entre R$5.000 e R$7.500
21188,86,PR,8569,Entre R$7.500 e R$10.000
18941,18,RJ,4598,Entre R$2.500 e R$5.000
20465,85,RJ,13959,Mais Que R$10.000
11984,32,MG,12911,Mais Que R$10.000
23456,42,SC,8413,Entre R$7.500 e R$10.000
15524,66,MG,6603,Entre R$5.000 e R$7.500
23693,65,RS,12319,Mais Que R$10.000
18944,72,RS,2476,Entre R$1.750 e R$2.500
14861,75,SC,7307,Entre R$5.000 e R$7.500
23719,48,RJ,2702,Entre R$2.500 e R$5.000
07400,18,RJ,9192,Entre R$7.500 e R$10.000
25947,22,MA,7875,Entre R$7.500 e R$10.000
26110,26,SP,1969,Entre R$1.750 e R$2.500
16424,20,RS,11076,Mais Que R$10.000
05263,60,SP,10286,Mais Que R$10.000
07932,50,SP,9028,Entre R$7.500 e R$10.000
00326,32,SP,6327,Entre R$5.000 e R$7.500
07663,78,GO,5013,Entre R$5.000 e R$7.500
21047,65,MG,12939,Mais Que R$10.000
23504,25,GO,9466,Entre R$7.500 e R$10.000
24527,30,RJ,9197,Entre R$7.500 e R$10.000
16331,76,PR,2292,Entre R$1.750 e R$2.500
05924,56,RJ,2526,Entre R$2.500 e R$5.000
02258,63,SP,6284,Entre R$5.000 e R$7.500
00098,27,RS,7119,Entre R$5.000 e R$7.500
19706,20,RJ,4526,Entre R$2.500 e R$5.000
17799,48,SP,5236,Entre R$5.000 e R$7.500
23860,18,RJ,7561,Entre R$7.500 e R$10.000
23305,21,PE,8579,Entre R$7.500 e R$10.000
18577,24,SP,7267,Entre R$5.000 e R$7.500
26125,64,MG,8625,Entre R$7.500 e R$10.000
00530,89,SP,6818,Entre R$5.000 e R$7.500
23071,62,MG,14687,Mais Que R$10.000
25730,76,SP,5814,Entre R$5.000 e R$7.500
00670,82,RJ,14296,Mais Que R$10.000
07582,65,PB,8085,Entre R$7.500 e R$10.000
17411,82,RJ,10476,Mais Que R$10.000
15552,61,SP,6078,Entre R$5.000 e R$7.500
10354,24,SP,12469,Mais Que R$10.000
12598,48,BA,3114,Entre R$2.500 e R$5.000
24692,83,RJ,4607,Entre R$2.500 e R$5.000
06902,67,GO,11688,Mais Que R$10.000
26134,44,SP,5050,Entre R$5.000 e R$7.500
11716,77,SP,7260,Entre R$5.000 e R$7.500
12557,24,BA,8986,Entre R$7.500 e R$10.000
09086,78,SP,5410,Entre R$5.000 e R$7.500
21689,69,RJ,4218,Entre R$2.500 e R$5.000
19950,78,SP,3633,Entre R$2.500 e R$5.000
27315,86,RS,14169,Mais Que R$10.000
15223,58,RJ,12007,Mais Que R$10.000
14080,46,RJ,9126,Entre R$7.500 e R$10.000
16565,52,DF,13020,Mais Que R$10.000
00485,37,RJ,3890,Entre R$2.500 e R$5.000
02063,51,GO,7242,Entre R$5.000 e R$7.500
09396,33,BA,4952,Entre R$2.500 e R$5.000
21304,28,RJ,8424,Entre R$7.500 e R$10.000
12308,78,MG,7925,Entre R$7.500 e R$10.000
23327,18,RJ,3211,Entre R$2.500 e R$5.000
13220,22,RJ,7837,Entre R$7.500 e R$10.000
07765,89,MG,4968,Entre R$2.500 e R$5.000
16787,54,RJ,2164,Entre R$1.750 e R$2.500
17090,71,MG,5046,Entre R$5.000 e R$7.500
12417,32,SP,14610,Mais Que R$10.000
01710,29,RS,7614,Entre R$7.500 e R$10.000
24281,19,MG,13737,Mais Que R$10.000
18651,39,RJ,6050,Entre R$5.000 e R$7.500
08783,27,MG,2998,Entre R$2.500 e R$5.000
12664,54,SP,3126,Entre R$2.500 e R$5.000
18019,74,SP,10084,Mais Que R$10.000
10427,89,RJ,4416,Entre R$2.500 e R$5.000
22182,21,SP,7568,Entre R$7.500 e R$10.000
24133,79,MG,12029,Mais Que R$10.000
04484,33,MG,9563,Entre R$7.500 e R$10.000
01235,51,RS,13335,Mais Que R$10.000
26621,48,SP,10005,Mais Que R$10.000
00765,68,RJ,6166,Entre R$5.000 e R$7.500
26538,55,MG,9108,Entre R$7.500 e R$10.000
18868,80,SP,5035,Entre R$5.000 e R$7.500
00830,78,RS,4531,Entre R$2.500 e R$5.000
06898,67,RJ,8173,Entre R$7.500 e R$10.000
03031,46,RJ,13932,Mais Que R$10.000
20090,80,ES,11953,Mais Que R$10.000
21628,36,SP,2689,Entre R$2.500 e R$5.000
06815,68,RJ,13906,Mais Que R$10.000
11480,39,SP,7869,Entre R$7.500 e R$10.000
11734,80,BA,14668,Mais Que R$10.000
23592,32,MG,5141,Entre R$5.000 e R$7.500
27337,57,SP,9912,Entre R$7.500 e R$10.000
23052,26,DF,13896,Mais Que R$10.000
12143,33,MG,7762,Entre R$7.500 e R$10.000
03129,40,RJ,10340,Mais Que R$10.000
22477,87,PR,4011,Entre R$2.500 e R$5.000
07961,61,MG,3747,Entre R$2.500 e R$5.000
18378,70,RJ,8422,Entre R$7.500 e R$10.000
01698,32,RJ,5737,Entre R$5.000 e R$7.500
24853,18,PE,8092,Entre R$7.500 e R$10.000
10623,60,SC,5078,Entre R$5.000 e R$7.500
06581,66,MG,4077,Entre R$2.500 e R$5.000
02547,36,RJ,6518,Entre R$5.000 e R$7.500
18328,26,MG,13137,Mais Que R$10.000
04553,61,SP,8135,Entre R$7.500 e R$10.000
20143,32,SP,8008,Entre R$7.500 e R$10.000
07722,54,RJ,6238,Entre R$5.000 e R$7.500
10141,78,SP,13807,Mais Que R$10.000
13772,45,RJ,2793,Entre R$2.500 e R$5.000
05177,67,ES,1933,Entre R$1.750 e R$2.500
27274,57,MG,4035,Entre R$2.500 e R$5.000
17111,69,SP,8587,Entre R$7.500 e R$10.000
03610,45,SP,1966,Entre R$1.750 e R$2.500
26237,87,RJ,11850,Mais Que R$10.000
21660,30,RJ,4373,Entre R$2.500 e R$5.000
19457,72,SP,13526,Mais Que R$10.000
09146,42,MG,7095,Entre R$5.000 e R$7.500
03514,48,RJ,4802,Entre R$2.500 e R$5.000
11816,59,RJ,4551,Entre R$2.500 e R$5.000
06330,77,SP,14496,Mais Que R$10.000
22362,58,SP,6427,Entre R$5.000 e R$7.500
04351,85,RS,4864,Entre R$2.500 e R$5.000
21688,38,MG,9859,Entre R$7.500 e R$10.000
11240,33,MG,3954,Entre R$2.500 e R$5.000
21270,25,MG,14170,Mais Que R$10.000
09327,63,SP,4340,Entre R$2.500 e R$5.000
08094,32,RJ,14798,Mais Que R$10.000
16878,64,RJ,7727,Entre R$7.500 e R$10.000
05602,59,MG,1579,Até R$1.750
15518,83,SP,6861,Entre R$5.000 e R$7.500
07431,52,SP,2012,Entre R$1.750 e R$2.500
19001,74,SP,11504,Mais Que R$10.000
05206,60,RJ,9370,Entre R$7.500 e R$10.000
24320,41,SC,12315,Mais Que R$10.000
01866,26,MS,2051,Entre R$1.750 e R$2.500
19545,53,PI,13805,Mais Que R$10.000
14184,37,RJ,5331,Entre R$5.000 e R$7.500
26223,42,RJ,8917,Entre R$7.500 e R$10.000
04382,50,MG,13276,Mais Que R$10.000
04225,24,SP,5596,Entre R$5.000 e R$7.500
05709,33,SP,7816,Entre R$7.500 e R$10.000
20167,45,MG,4741,Entre R$2.500 e R$5.000
24258,44,RJ,10838,Mais Que R$10.000
12071,57,PR,10487,Mais Que R$10.000
12758,56,RJ,10124,Mais Que R$10.000
00048,31,RJ,8064,Entre R$7.500 e R$10.000
00053,37,RJ,13922,Mais Que R$10.000
15255,84,SP,8479,Entre R$7.500 e R$10.000
02207,27,BA,6892,Entre R$5.000 e R$7.500
13334,32,PI,13232,Mais Que R$10.000
09678,73,SP,3860,Entre R$2.500 e R$5.000
26628,36,SP,3168,Entre R$2.500 e R$5.000
01670,57,RJ,10549,Mais Que R$10.000
25280,27,SP,3954,Entre R$2.500 e R$5.000
08844,64,SP,7029,Entre R$5.000 e R$7.500
26253,55,SP,8381,Entre R$7.500 e R$10.000
15483,50,SP,11995,Mais Que R$10.000
07703,49,SP,11817,Mais Que R$10.000
06753,81,SP,10803,Mais Que R$10.000
01108,57,SP,13203,Mais Que R$10.000
02383,23,SC,3426,Entre R$2.500 e R$5.000
05477,88,SP,4869,Entre R$2.500 e R$5.000
06668,53,RJ,2061,Entre R$1.750 e R$2.500
10795,23,SP,6319,Entre R$5.000 e R$7.500
07412,81,SP,5527,Entre R$5.000 e R$7.500
19981,33,RS,12306,Mais Que R$10.000
01483,33,SP,1906,Entre R$1.750 e R$2.500
24974,51,SP,8224,Entre R$7.500 e R$10.000
22177,61,SP,13488,Mais Que R$10.000
02926,19,SP,9739,Entre R$7.500 e R$10.000
01085,39,SP,5491,Entre R$5.000 e R$7.500
24972,79,MG,9704,Entre R$7.500 e R$10.000
25674,47,SP,1521,Até R$1.750
12990,53,SP,3221,Entre R$2.500 e R$5.000
18110,88,SP,8708,Entre R$7.500 e R$10.000
04056,43,SP,13051,Mais Que R$10.000
22303,52,MG,8627,Entre R$7.500 e R$10.000
15279,52,SP,14060,Mais Que R$10.000
11877,81,RJ,8217,Entre R$7.500 e R$10.000
04503,32,RS,7070,Entre R$5.000 e R$7.500
11007,65,MG,7227,Entre R$5.000 e R$7.500
26472,30,MG,10231,Mais Que R$10.000
14729,47,SP,3535,Entre R$2.500 e R$5.000
12051,78,RS,8008,Entre R$7.500 e R$10.000
18104,70,MG,8550,Entre R$7.500 e R$10.000
17306,43,SP,5294,Entre R$5.000 e R$7.500
05332,88,ES,4313,Entre R$2.500 e R$5.000
12721,88,RJ,4687,Entre R$2.500 e R$5.000
18723,64,ES,6666,Entre R$5.000 e R$7.500
19746,29,RJ,11475,Mais Que R$10.000
12269,20,RJ,7276,Entre R$5.000 e R$7.500
12324,52,SP,6816,Entre R$5.000 e R$7.500
23470,37,SP,7740,Entre R$7.500 e R$10.000
14530,53,RJ,9074,Entre R$7.500 e R$10.000
04287,58,RJ,11138,Mais Que R$10.000
18165,40,RJ,13891,Mais Que R$10.000
10922,51,SP,1569,Até R$1.750
07052,19,RS,10033,Mais Que R$10.000
19139,39,SP,7143,Entre R$5.000 e R$7.500
10618,19,SP,9050,Entre R$7.500 e R$10.000
17957,78,SC,3420,Entre R$2.500 e R$5.000
13313,19,RJ,13402,Mais Que R$10.000
23364,21,MT,12661,Mais Que R$10.000
07830,53,ES,11499,Mais Que R$10.000
13008,71,RO,2087,Entre R$1.750 e R$2.500
07656,51,ES,8860,Entre R$7.500 e R$10.000
11557,21,RJ,11404,Mais Que R$10.000
21489,66,SP,8169,Entre R$7.500 e R$10.000
25551,22,RJ,4499,Entre R$2.500 e R$5.000
14069,43,SP,14830,Mais Que R$10.000
27065,18,MT,4901,Entre R$2.500 e R$5.000
15585,79,SP,12094,Mais Que R$10.000
01827,79,RS,1727,Até R$1.750
12087,28,SP,12522,Mais Que R$10.000
11536,65,SP,5281,Entre R$5.000 e R$7.500
13858,75,MG,12197,Mais Que R$10.000
16072,29,SP,7316,Entre R$5.000 e R$7.500
26975,18,SP,8445,Entre R$7.500 e R$10.000
15029,68,SP,7263,Entre R$5.000 e R$7.500
08140,66,RJ,2670,Entre R$2.500 e R$5.000
17714,22,PR,5522,Entre R$5.000 e R$7.500
00170,39,RS,6119,Entre R$5.000 e R$7.500
17215,44,RJ,10995,Mais Que R$10.000
19306,32,SP,3717,Entre R$2.500 e R$5.000
13717,27,PB,12902,Mais Que R$10.000
01052,58,SP,9228,Entre R$7.500 e R$10.000
05718,73,SP,4432,Entre R$2.500 e R$5.000
20767,19,SC,11113,Mais Que R$10.000
06296,52,PR,7897,Entre R$7.500 e R$10.000
23001,57,SP,4513,Entre R$2.500 e R$5.000
21049,21,MG,11955,Mais Que R$10.000
21391,75,RS,12036,Mais Que R$10.000
06086,45,SP,13933,Mais Que R$10.000
14286,53,RJ,4006,Entre R$2.500 e R$5.000
22631,21,SP,2352,Entre R$1.750 e R$2.500
13712,63,RJ,2936,Entre R$2.500 e R$5.000
18015,18,SP,9692,Entre R$7.500 e R$10.000
02640,37,SP,5279,Entre R$5.000 e R$7.500
13641,80,SC,7445,Entre R$5.000 e R$7.500
18962,52,PE,4962,Entre R$2.500 e R$5.000
10217,33,PR,13486,Mais Que R$10.000
07670,56,SP,9396,Entre R$7.500 e R$10.000
04174,47,ES,6888,Entre R$5.000 e R$7.500
21898,22,SP,8972,Entre R$7.500 e R$10.000
09486,65,SP,5149,Entre R$5.000 e R$7.500
21052,69,RJ,7639,Entre R$7.500 e R$10.000
22952,85,SP,1792,Entre R$1.750 e R$2.500
16364,30,RS,11662,Mais Que R$10.000
16003,44,MG,9416,Entre R$7.500 e R$10.000
14490,27,SP,14830,Mais Que R$10.000
23190,74,RJ,4535,Entre R$2.500 e R$5.000
00880,45,MG,9234,Entre R$7.500 e R$10.000
06476,44,SP,9562,Entre R$7.500 e R$10.000
00289,64,SP,11697,Mais Que R$10.000
12929,35,RJ,8861,Entre R$7.500 e R$10.000
08416,48,SP,3243,Entre R$2.500 e R$5.000
03305,75,RJ,12161,Mais Que R$10.000
06063,52,MT,11718,Mais Que R$10.000
06214,50,SP,12607,Mais Que R$10.000
26247,88,RS,2762,Entre R$2.500 e R$5.000
05855,81,SP,9220,Entre R$7.500 e R$10.000
09475,76,RJ,5874,Entre R$5.000 e R$7.500
23134,21,RS,9925,Entre R$7.500 e R$10.000
25622,20,CE,11506,Mais Que R$10.000
26699,64,RS,9343,Entre R$7.500 e R$10.000
09737,79,SP,8826,Entre R$7.500 e R$10.000
14284,70,SP,7510,Entre R$7.500 e R$10.000
08234,42,RJ,14867,Mais Que R$10.000
06542,24,SP,11908,Mais Que R$10.000
23783,71,GO,9739,Entre R$7.500 e R$10.000
07082,71,RJ,3833,Entre R$2.500 e R$5.000
20673,57,PR,5729,Entre R$5.000 e R$7.500
14477,24,SP,3806,Entre R$2.500 e R$5.000
14266,55,SP,3870,Entre R$2.500 e R$5.000
13955,28,SP,14431,Mais Que R$10.000
07226,74,MT,12203,Mais Que R$10.000
08519,63,RJ,1995,Entre R$1.750 e R$2.500
08420,67,SP,2198,Entre R$1.750 e R$2.500
21503,70,RJ,10261,Mais Que R$10.000
20280,40,SP,8888,Entre R$7.500 e R$10.000
01602,57,RJ,11165,Mais Que R$10.000
08611,88,RJ,9843,Entre R$7.500 e R$10.000
09362,21,SP,4276,Entre R$2.500 e R$5.000
08730,30,RJ,10154,Mais Que R$10.000
15144,84,RJ,4591,Entre R$2.500 e R$5.000
13470,41,ES,5179,Entre R$5.000 e R$7.500
01124,44,RJ,10325,Mais Que R$10.000
27455,70,RJ,4763,Entre R$2.500 e R$5.000
24214,39,PR,11778,Mais Que R$10.000
08656,88,PR,14697,Mais Que R$10.000
11943,51,MG,6548,Entre R$5.000 e R$7.500
15093,20,SP,5169,Entre R$5.000 e R$7.500
15168,29,RJ,7934,Entre R$7.500 e R$10.000
23437,32,SP,7591,Entre R$7.500 e R$10.000
15692,83,SP,4104,Entre R$2.500 e R$5.000
16694,21,PR,12025,Mais Que R$10.000
24093,58,SP,8785,Entre R$7.500 e R$10.000
09497,26,MG,10080,Mais Que R$10.000
26708,69,PR,2815,Entre R$2.500 e R$5.000
24786,60,ES,13515,Mais Que R$10.000
10793,68,MG,11177,Mais Que R$10.000
16791,36,SP,12535,Mais Que R$10.000
16127,41,RJ,4925,Entre R$2.500 e R$5.000
14674,32,RJ,8229,Entre R$7.500 e R$10.000
18415,50,RJ,10761,Mais Que R$10.000
01588,51,BA,14989,Mais Que R$10.000
08585,80,BA,14443,Mais Que R$10.000
13630,55,RJ,13989,Mais Que R$10.000
04325,35,RS,13126,Mais Que R$10.000
26429,61,PE,6294,Entre R$5.000 e R$7.500
26201,52,RJ,5783,Entre R$5.000 e R$7.500
17287,60,SP,5194,Entre R$5.000 e R$7.500
26067,40,RS,4247,Entre R$2.500 e R$5.000
01113,72,SP,4725,Entre R$2.500 e R$5.000
21302,81,RS,5253,Entre R$5.000 e R$7.500
18032,75,RJ,13451,Mais Que R$10.000
19388,57,RJ,11222,Mais Que R$10.000
07182,21,MG,7447,Entre R$5.000 e R$7.500
02656,88,RN,8509,Entre R$7.500 e R$10.000
10191,21,RJ,5396,Entre R$5.000 e R$7.500
15105,29,RS,6442,Entre R$5.000 e R$7.500
09141,54,SP,4948,Entre R$2.500 e R$5.000
22524,38,PB,13097,Mais Que R$10.000
01163,19,PE,3703,Entre R$2.500 e R$5.000
17572,48,RJ,7438,Entre R$5.000 e R$7.500
06856,44,PE,11693,Mais Que R$10.000
05964,86,RJ,1970,Entre R$1.750 e R$2.500
02807,70,SC,3105,Entre R$2.500 e R$5.000
16704,28,MG,2853,Entre R$2.500 e R$5.000
10121,31,RJ,9817,Entre R$7.500 e R$10.000
01412,44,SP,14643,Mais Que R$10.000
04931,74,SP,4793,Entre R$2.500 e R$5.000
26132,42,SC,8330,Entre R$7.500 e R$10.000
03106,84,MG,9902,Entre R$7.500 e R$10.000
22964,83,SC,10724,Mais Que R$10.000
27454,60,RJ,14890,Mais Que R$10.000
09245,26,DF,3242,Entre R$2.500 e R$5.000
02827,26,MG,11589,Mais Que R$10.000
12930,85,PR,5039,Entre R$5.000 e R$7.500
07780,33,SP,14619,Mais Que R$10.000
22444,67,SP,5760,Entre R$5.000 e R$7.500
05238,84,SC,10653,Mais Que R$10.000
06487,76,MG,7666,Entre R$7.500 e R$10.000
23964,24,MS,11062,Mais Que R$10.000
20602,26,PE,3386,Entre R$2.500 e R$5.000
08562,59,SP,7509,Entre R$7.500 e R$10.000
14786,36,MG,2822,Entre R$2.500 e R$5.000
11247,55,RJ,11626,Mais Que R$10.000
18748,39,SP,12643,Mais Que R$10.000
17540,81,PA,3312,Entre R$2.500 e R$5.000
21866,68,RJ,4930,Entre R$2.500 e R$5.000
00241,71,RJ,7117,Entre R$5.000 e R$7.500
01734,45,RJ,5932,Entre R$5.000 e R$7.500
20311,34,RJ,10281,Mais Que R$10.000
17465,33,RJ,6062,Entre R$5.000 e R$7.500
06778,38,RJ,14092,Mais Que R$10.000
01285,58,SP,9204,Entre R$7.500 e R$10.000
08603,49,MG,11597,Mais Que R$10.000
17293,24,SC,9503,Entre R$7.500 e R$10.000
15898,21,RJ,2258,Entre R$1.750 e R$2.500
26953,78,MG,5230,Entre R$5.000 e R$7.500
04625,50,MG,4423,Entre R$2.500 e R$5.000
10363,42,AL,14215,Mais Que R$10.000
14769,29,SP,11401,Mais Que R$10.000
16594,24,SP,4643,Entre R$2.500 e R$5.000
01528,87,MG,13862,Mais Que R$10.000
11103,21,SP,13696,Mais Que R$10.000
20791,60,RJ,9292,Entre R$7.500 e R$10.000
04918,79,SP,10452,Mais Que R$10.000
14755,36,RN,4261,Entre R$2.500 e R$5.000
07066,23,SP,2805,Entre R$2.500 e R$5.000
27028,48,MG,11315,Mais Que R$10.000
21656,83,SP,14286,Mais Que R$10.000
12219,34,SP,13832,Mais Que R$10.000
18228,70,SP,13908,Mais Que R$10.000
11904,20,PR,7287,Entre R$5.000 e R$7.500
00095,72,MG,14898,Mais Que R$10.000
17596,80,PR,13799,Mais Que R$10.000
12706,40,RJ,7984,Entre R$7.500 e R$10.000
08066,27,MG,6536,Entre R$5.000 e R$7.500
00167,44,MG,14171,Mais Que R$10.000
02223,89,DF,5922,Entre R$5.000 e R$7.500
24083,83,RJ,11901,Mais Que R$10.000
01487,69,MG,9023,Entre R$7.500 e R$10.000
22727,85,RS,6328,Entre R$5.000 e R$7.500
12191,37,SP,4866,Entre R$2.500 e R$5.000
07013,31,MG,2368,Entre R$1.750 e R$2.500
14911,74,RJ,4490,Entre R$2.500 e R$5.000
05622,57,RJ,7259,Entre R$5.000 e R$7.500
27766,85,SP,14882,Mais Que R$10.000
24126,88,SP,12555,Mais Que R$10.000
26480,59,RJ,5827,Entre R$5.000 e R$7.500
09463,23,SP,10207,Mais Que R$10.000
03934,23,SP,7176,Entre R$5.000 e R$7.500
14228,29,SP,4130,Entre R$2.500 e R$5.000
17297,74,CE,3658,Entre R$2.500 e R$5.000
22657,43,MG,12685,Mais Que R$10.000
10967,86,SP,2512,Entre R$2.500 e R$5.000
21851,80,SP,10539,Mais Que R$10.000
12070,73,RJ,11050,Mais Que R$10.000
19745,65,SP,11574,Mais Que R$10.000
00656,23,MG,14409,Mais Que R$10.000
01806,40,RJ,9785,Entre R$7.500 e R$10.000
18418,40,GO,14835,Mais Que R$10.000
03493,40,MG,8788,Entre R$7.500 e R$10.000
13902,34,SP,13419,Mais Que R$10.000
07071,53,MG,5903,Entre R$5.000 e R$7.500
24642,29,SP,7177,Entre R$5.000 e R$7.500
04962,79,MG,13337,Mais Que R$10.000
09714,18,MA,8346,Entre R$7.500 e R$10.000
21798,28,GO,12662,Mais Que R$10.000
01847,66,MG,3558,Entre R$2.500 e R$5.000
04624,87,ES,9362,Entre R$7.500 e R$10.000
07502,58,RJ,13843,Mais Que R$10.000
01721,80,SP,14911,Mais Que R$10.000
02724,81,MG,3433,Entre R$2.500 e R$5.000
11899,18,SP,11277,Mais Que R$10.000
22470,73,RJ,12155,Mais Que R$10.000
23263,48,SP,4348,Entre R$2.500 e R$5.000
12422,40,SP,5103,Entre R$5.000 e R$7.500
14595,77,SP,10202,Mais Que R$10.000
11022,67,SP,11553,Mais Que R$10.000
02921,83,SP,6184,Entre R$5.000 e R$7.500
05666,64,RJ,14876,Mais Que R$10.000
02685,76,RS,4009,Entre R$2.500 e R$5.000
14993,76,SP,2065,Entre R$1.750 e R$2.500
20958,61,SP,10930,Mais Que R$10.000
12298,84,SP,5031,Entre R$5.000 e R$7.500
19523,46,SP,4461,Entre R$2.500 e R$5.000
12268,45,RJ,8635,Entre R$7.500 e R$10.000
19541,75,MG,5536,Entre R$5.000 e R$7.500
17375,55,RJ,8803,Entre R$7.500 e R$10.000
09718,25,RJ,11604,Mais Que R$10.000
25356,78,SP,2816,Entre R$2.500 e R$5.000
24177,47,SP,12083,Mais Que R$10.000
26010,46,MG,8016,Entre R$7.500 e R$10.000
11682,30,DF,2452,Entre R$1.750 e R$2.500
03160,80,RS,8956,Entre R$7.500 e R$10.000
20035,79,DF,6457,Entre R$5.000 e R$7.500
12229,47,BA,5567,Entre R$5.000 e R$7.500
18370,55,BA,9345,Entre R$7.500 e R$10.000
16001,47,RJ,9347,Entre R$7.500 e R$10.000
08751,19,SP,14802,Mais Que R$10.000
11936,55,PE,14644,Mais Que R$10.000
23013,57,RJ,7143,Entre R$5.000 e R$7.500
24500,56,RJ,8624,Entre R$7.500 e R$10.000
08102,70,SP,14123,Mais Que R$10.000
17858,46,MT,5213,Entre R$5.000 e R$7.500
12621,48,SP,6182,Entre R$5.000 e R$7.500
20162,53,RJ,6307,Entre R$5.000 e R$7.500
26322,59,SC,3798,Entre R$2.500 e R$5.000
23851,27,RJ,7909,Entre R$7.500 e R$10.000
20586,23,SP,5976,Entre R$5.000 e R$7.500
08874,78,ES,9234,Entre R$7.500 e R$10.000
01965,66,ES,9927,Entre R$7.500 e R$10.000
00464,88,PR,12288,Mais Que R$10.000
10158,20,MG,9542,Entre R$7.500 e R$10.000
14984,71,RJ,7701,Entre R$7.500 e R$10.000
20322,79,SP,14972,Mais Que R$10.000
02038,78,RJ,2621,Entre R$2.500 e R$5.000
11733,51,RJ,9656,Entre R$7.500 e R$10.000
01125,20,RJ,9789,Entre R$7.500 e R$10.000
07900,83,MG,7914,Entre R$7.500 e R$10.000
20953,61,SP,1775,Entre R$1.750 e R$2.500
04403,70,MG,13419,Mais Que R$10.000
06345,49,SP,11714,Mais Que R$10.000
23481,19,RJ,10464,Mais Que R$10.000
13962,73,SP,6223,Entre R$5.000 e R$7.500
27638,57,MG,2483,Entre R$1.750 e R$2.500
01660,20,PE,12023,Mais Que R$10.000
25795,83,RJ,12489,Mais Que R$10.000
17771,31,SP,6908,Entre R$5.000 e R$7.500
05861,37,RJ,10110,Mais Que R$10.000
19047,31,MG,10421,Mais Que R$10.000
00819,22,PR,4867,Entre R$2.500 e R$5.000
27513,84,RJ,9728,Entre R$7.500 e R$10.000
11997,69,SP,11620,Mais Que R$10.000
22425,20,SP,8560,Entre R$7.500 e R$10.000
14732,38,SP,4722,Entre R$2.500 e R$5.000
01740,29,RJ,6051,Entre R$5.000 e R$7.500
07314,85,SC,11375,Mais Que R$10.000
15832,38,SP,14796,Mais Que R$10.000
09374,31,SP,5355,Entre R$5.000 e R$7.500
15459,23,BA,9385,Entre R$7.500 e R$10.000
01643,88,ES,1771,Entre R$1.750 e R$2.500
15153,72,SP,9650,Entre R$7.500 e R$10.000
19205,55,MG,10908,Mais Que R$10.000
